N_inventaire,Rue,N_rue,Nom_site,Arrondissement,Ville,Latitude_x,Longitude_y,Support,Couleur,Taille,Date_prise_vue,Photographe,Date_construction,Architecte,Classement_MH,Généralité_architecture,Mot_cle1,Mot_cle2,Mot_cle3,Mot_cle4,Mot_cle5,Mot_cle6,Cote_base,Cote_classement,Date_inventaire
773,"NOTRE-DAME DE BONNE NOUVELLE, RUE",2,EGLISE_NOTRE_DAME_DE_BONNE_NOUVELLE,2,PARIS,48.86956,2.34999,TIRAGE PAPIER,COULEUR,15x10 cm,1995/01,"BOUTET, MARGUERITE",XVIè,,OUI,COMMÉMORATIVE_VOTIVE_FUNÉRAIRE,INTÉRIEUR,COUPOLE,DÉCORATION_INTÉRIEURE,,,,,B427,2019/10/20
774,"NOTRE-DAME DE BONNE NOUVELLE, RUE",2,EGLISE_NOTRE_DAME_DE_BONNE_NOUVELLE,2,PARIS,48.86956,2.34999,TIRAGE PAPIER,COULEUR,15x10 cm,1995/01,"BOUTET, MARGUERITE",XVIè,,OUI,COMMÉMORATIVE_VOTIVE_FUNÉRAIRE,EXTÉRIEUR,ESCALIER,VUE_ENSEMBLE,,,,,B427,2019/10/20
775,"NOTRE-DAME DE BONNE NOUVELLE, RUE",2,EGLISE_NOTRE_DAME_DE_BONNE_NOUVELLE,2,PARIS,48.86956,2.34999,TIRAGE PAPIER,COULEUR,10x15 cm,1995/01,"BOUTET, MARGUERITE",XVIè,,OUI,COMMÉMORATIVE_VOTIVE_FUNÉRAIRE,FAÇADE,COLONNE,FRONTON,,,,,B427,2019/10/20
776,"LOUVOIS, RUE DE",4,HÔTEL_LOUVOIS,2,PARIS,48.8683,2.33772,TIRAGE PAPIER,COULEUR,10x15 cm,1996/10,"BOUTILLON, A.",XVIIè,,OUI,HÔTEL_PARTICULIER,MUR,DÉCORATION_INTÉRIEURE,MOULURE,,,,,B427,2019/10/20
777,"LOUVOIS, RUE DE",4,HÔTEL_LOUVOIS,2,PARIS,48.8683,2.33772,TIRAGE PAPIER,COULEUR,10x15 cm,1996/10,"BOUTILLON, A.",XVIIè,,OUI,HÔTEL_PARTICULIER,MUR,MOULURE,DÉCORATION_INTÉRIEURE,,,,,B427,2019/10/20
778,"LOUVOIS, RUE DE",4,HÔTEL_LOUVOIS,2,PARIS,48.8683,2.33772,TIRAGE PAPIER,COULEUR,8x13 cm,1996/01/14,"BOUTILLON, A.",XVIIè,,OUI,HÔTEL_PARTICULIER,FAÇADE,,,,,,,B427,2019/10/20
779,"LOUVOIS, RUE DE",4,HÔTEL_LOUVOIS,2,PARIS,48.8683,2.33772,TIRAGE PAPIER,COULEUR,13x9 cm,1996/01/14,"BOUTILLON, A.",XVIIè,,OUI,HÔTEL_PARTICULIER,FAÇADE,FENÊTRE,FERRONNERIE,,,,,B427,2019/10/20
780,"LOUVOIS, RUE DE",4,HÔTEL_LOUVOIS,2,PARIS,48.8683,2.33772,TIRAGE PAPIER,COULEUR,13x9 cm,1996/01/14,"BOUTILLON, A.",XVIIè,,OUI,HÔTEL_PARTICULIER,PORTE,ARCHITECTURE,,,,,,B427,2019/10/20
781,"MARIE STUART, RUE",15-21,IMMEUBLE,2,PARIS,48.86506,2.3471,TIRAGE PAPIER,COULEUR,15x10 cm,1995/06,"BOUTET, MARGUERITE",XVIIIè,,NON,VOIRIES_ESPACES_LIBRES,FAÇADE,FERRONNERIE,VUE_ENSEMBLE,,,,,B427,2019/10/20
782,"SÉBASTOPOL, BOULEVARD DE",121,HÔTEL_DE_SAINT_CHAUMOND,2,PARIS,48.86754,2.35302,TIRAGE PAPIER,COULEUR,15x10 cm,2001/11,"BOUTET, MARGUERITE",XVIIè,,OUI,PRIVÉE,PORTE,BALCON,FERRONNERIE,COUR,FAÇADE,,2001-02000-0000149,B414,
783,"SENTIER, RUE DU",30-32,HÔTEL_DU_PRÉSIDENT_MASSON_DE_MESLA,2,PARIS,48.87006,2.3464,TIRAGE PAPIER,COULEUR,15x10 cm,2001/10/01,"DEROUET, LISE",XVIIIè,,OUI,HÔTEL_PARTICULIER,FAÇADE,PORTE,FERRONNERIE,MOULURE,COLONNE,CHAPITEAU,2001-02000-0000128,B426,2019/10/23
784,"SENTIER, RUE DU",30-32,HÔTEL_DU_PRÉSIDENT_MASSON_DE_MESLA,2,PARIS,48.87006,2.3464,TIRAGE PAPIER,COULEUR,15x10 cm,2001/10/01,"BOUTET, MARGUERITE",XVIIIè,,OUI,HÔTEL_PARTICULIER,PORTE,FERRONNERIE,COLONNE,CHAPITEAU,DÉCORATION_EXTÉRIEURE,MOULURE,2001-02000-0000127,B426,2019/10/23
785,"SENTIER, RUE DU",30-32,HÔTEL_DU_PRÉSIDENT_MASSON_DE_MESLA,2,PARIS,48.87006,2.3464,TIRAGE PAPIER,COULEUR,10x15 cm,2001/10/01,"DEROUET, LISE",XVIIIè,,OUI,HÔTEL_PARTICULIER,FENÊTRE,DÉCORATION_EXTÉRIEURE,,,,,2001-02000-0000126,B426,2019/10/23
786,"SENTIER, RUE DU",30-32,HÔTEL_DU_PRÉSIDENT_MASSON_DE_MESLA,2,PARIS,48.87006,2.3464,TIRAGE PAPIER,COULEUR,10x15 cm,2001/10/01,"DEROUET, LISE",XVIIIè,,OUI,HÔTEL_PARTICULIER,FENÊTRE,DÉCORATION_EXTÉRIEURE,,,,,2001-02000-0000125,B426,2019/10/23
787,"SENTIER, RUE DU",30-32,HÔTEL_DU_PRÉSIDENT_MASSON_DE_MESLA,2,PARIS,48.87006,2.3464,TIRAGE PAPIER,COULEUR,10x15 cm,2001/10/01,"DEROUET, LISE",XVIIIè,,OUI,HÔTEL_PARTICULIER,FENÊTRE,FERRONNERIE,DÉCORATION_EXTÉRIEURE,,,,2001-02000-0000118,B426,2019/10/23
788,"SENTIER, RUE DU",30-32,HÔTEL_DU_PRÉSIDENT_MASSON_DE_MESLA,2,PARIS,48.87006,2.3464,TIRAGE PAPIER,COULEUR,15x10 cm,2001/10/01,"DEROUET, LISE",XVIIIè,,OUI,HÔTEL_PARTICULIER,PORTE,MOULURE,DÉCORATION_EXTÉRIEURE,CHAPITEAU,,,2001-02000-0000117,B426,2019/10/23
789,"SENTIER, RUE DU",30-32,HÔTEL_DU_PRÉSIDENT_MASSON_DE_MESLA,2,PARIS,48.87006,2.3464,TIRAGE PAPIER,COULEUR,10x15 cm,2001/10/01,"DEROUET, LISE",XVIIIè,,OUI,HÔTEL_PARTICULIER,FERRONNERIE,FAÇADE,MOULURE,COLONNE,CHAPITEAU,DÉCORATION_EXTÉRIEURE,2001-02000-0000116,B426,2019/10/23
790,"SAINT-JOSEPH, RUE",2,HÔTEL_D'HAUTPOUL,2,PARIS,48.86831,2.34545,TIRAGE PAPIER,COULEUR,15x10 cm,1995/06,"BOUTET, MARGUERITE",XVIIIè,,OUI,HÔTEL_PARTICULIER,FAÇADE,FERRONNERIE,,,,,1995-02000-00000115,B426,2019/10/23
791,"SENTIER, RUE DU",30-32,HÔTEL_DU_PRÉSIDENT_MASSON_DE_MESLA,2,PARIS,48.87006,2.3464,TIRAGE PAPIER,COULEUR,10x15 cm,2001/10/01,"DEROUET, LISE",XVIIIè,,OUI,HÔTEL_PARTICULIER,MOULURE,PORTE,COLONNE,CHAPITEAU,,,2001-02000-0000113,B426,2019/10/23
792,"SENTIER, RUE DU",30-32,HÔTEL_DU_PRÉSIDENT_MASSON_DE_MESLA,2,PARIS,48.87006,2.3464,TIRAGE PAPIER,COULEUR,10x15 cm,1997/02/06,"LEFEVRE, PHILIPPE",XVIIIè,,OUI,HÔTEL_PARTICULIER,PORTE,MOULURE,DÉCORATION_EXTÉRIEURE,FERRONNERIE,,,1997-02000-0000124,B426,2019/10/23
793,"SENTIER, RUE DU",30-32,HÔTEL_DU_PRÉSIDENT_MASSON_DE_MESLA,2,PARIS,48.87006,2.3464,TIRAGE PAPIER,COULEUR,15x10 cm,2001/10/01,"DEROUET, LISE",XVIIIè,,OUI,HÔTEL_PARTICULIER,CHAPITEAU,DÉCORATION_EXTÉRIEURE,,,,,,B426,2019/10/23
794,"SENTIER, RUE DU",30-32,HÔTEL_DU_PRÉSIDENT_MASSON_DE_MESLA,2,PARIS,48.87006,2.3464,TIRAGE PAPIER,COULEUR,10x15 cm,2001/10/01,"DEROUET, LISE",XVIIIè,,OUI,HÔTEL_PARTICULIER,COUR,FAÇADE,FERRONNERIE,DÉCORATION_EXTÉRIEURE,,,2001-02000-0000122,B426,2019/10/23
795,"SENTIER, RUE DU",30-32,HÔTEL_DU_PRÉSIDENT_MASSON_DE_MESLA,2,PARIS,48.87006,2.3464,TIRAGE PAPIER,COULEUR,15x10 cm,2001/10/01,"BOUTET, MARGUERITE",XVIIIè,,OUI,HÔTEL_PARTICULIER,COUR,FAÇADE,FERRONNERIE,DÉCORATION_EXTÉRIEURE,,,2001-02000-0000121,B426,2019/10/23
796,"SENTIER, RUE DU",30-32,HÔTEL_DU_PRÉSIDENT_MASSON_DE_MESLA,2,PARIS,48.87006,2.3464,TIRAGE PAPIER,COULEUR,15x10 cm,2001/10/01,"BOUTET, MARGUERITE",XVIIIè,,OUI,HÔTEL_PARTICULIER,COUR,PORTE,MOULURE,CHAPITEAU,DÉCORATION_EXTÉRIEURE,,2001-02000-0000120,B426,2019/10/23
797,"SENTIER, RUE DU",30-32,HÔTEL_DU_PRÉSIDENT_MASSON_DE_MESLA,2,PARIS,48.87006,2.3464,TIRAGE PAPIER,COULEUR,10x15 cm,2001/10/01,"DEROUET, LISE",XVIIIè,,OUI,HÔTEL_PARTICULIER,FERRONNERIE,FENÊTRE,DÉCORATION_EXTÉRIEURE,,,,2001-02000-0000119,B426,2019/10/23
798,"RICHELIEU, RUE DE",63,IMMEUBLE,2,PARIS,48.86716,2.33756,TIRAGE PAPIER,N&B,24x17 cm,,"LAMBORGHINI, D.",XVIIè,,OUI,HÔTEL_PARTICULIER,CHANTIER,FAÇADE,DÉCORATION_EXTÉRIEURE,MOULURE,FENÊTRE,,2018-02000-0003939,B426,2019/10/23
799,"SENTIER, RUE DU",30-32,HÔTEL_DU_PRÉSIDENT_MASSON_DE_MESLA,2,PARIS,48.87006,2.3464,TIRAGE PAPIER,COULEUR,10x15 cm,2001/10/01,"DEROUET, LISE",XVIIIè,,OUI,HÔTEL_PARTICULIER,FENÊTRE,DÉCORATION_EXTÉRIEURE,MOULURE,,,,,B426,2019/10/23
800,"SENTIER, RUE DU",30-32,HÔTEL_DU_PRÉSIDENT_MASSON_DE_MESLA,2,PARIS,48.87006,2.3464,TIRAGE PAPIER,COULEUR,15x10 cm,2001/10/01,"DEROUET, LISE",XVIIIè,,OUI,HÔTEL_PARTICULIER,CHAPITEAU,DÉCORATION_EXTÉRIEURE,,,,,,B426,2019/10/23
801,"SENTIER, RUE DU",30-32,HÔTEL_DU_PRÉSIDENT_MASSON_DE_MESLA,2,PARIS,48.87006,2.3464,TIRAGE PAPIER,COULEUR,15x10 cm,2001/10/01,"DEROUET, LISE",XVIIIè,,OUI,HÔTEL_PARTICULIER,CHAPITEAU,DÉCORATION_EXTÉRIEURE,,,,,,B426,2019/10/23
802,"SENTIER, RUE DU",30-32,HÔTEL_DU_PRÉSIDENT_MASSON_DE_MESLA,2,PARIS,48.87006,2.3464,TIRAGE PAPIER,COULEUR,10x15 cm,2001/10/01,"DEROUET, LISE",XVIIIè,,OUI,HÔTEL_PARTICULIER,FENÊTRE,DÉCORATION_EXTÉRIEURE,CHAPITEAU,,,,,B426,2019/10/23
803,"SENTIER, RUE DU",30-32,HÔTEL_DU_PRÉSIDENT_MASSON_DE_MESLA,2,PARIS,48.87006,2.3464,TIRAGE PAPIER,COULEUR,10x15 cm,2001/10/01,"DEROUET, LISE",XVIIIè,,OUI,HÔTEL_PARTICULIER,FAÇADE,FENÊTRE,FERRONNERIE,MOULURE,COLONNE,CHAPITEAU,,B426,2019/10/23
804,"ÉTIENNE MARCEL, RUE",20,TOUR_JEAN_SANS_PEUR,2,PARIS,48.86421,2.34814,TIRAGE PAPIER,N&B,17x13 cm,1970,"LIOT, ROLAND",1409-1411,,OUI,HÔTEL_PARTICULIER,TOUR,PORTE,ARCHITECTURE,,,,,B426,2019/10/23
805,"SENTIER, RUE DU",30-32,HÔTEL_DU_PRÉSIDENT_MASSON_DE_MESLA,2,PARIS,48.87006,2.3464,TIRAGE PAPIER,COULEUR,10x15 cm,2001/10/01,"DEROUET, LISE",XVIIIè,,OUI,HÔTEL_PARTICULIER,MOULURE,DÉCORATION_EXTÉRIEURE,FENÊTRE,FERRONNERIE,,,,B426,2019/10/23
806,"SENTIER, RUE DU",30-32,HÔTEL_DU_PRÉSIDENT_MASSON_DE_MESLA,2,PARIS,48.87006,2.3464,TIRAGE PAPIER,COULEUR,10x15 cm,2001/10/01,"DEROUET, LISE",XVIIIè,,OUI,HÔTEL_PARTICULIER,FENÊTRE,FAÇADE,CHAPITEAU,DÉCORATION_EXTÉRIEURE,,,,B426,2019/10/23
807,"RICHELIEU, RUE DE",63,IMMEUBLE,2,PARIS,48.86716,2.33756,TIRAGE PAPIER,N&B,24x17 cm,,"LAMBORGHINI, D.",XVIIè,,NON,HÔTEL_PARTICULIER,FAÇADE,MOULURE,DÉCORATION_EXTÉRIEURE,FERRONNERIE,,,,B426,2019/10/23
808,"BÉRANGER, RUE",11,HÔTEL_BERTIER_DE_SAUVIGNY,3,PARIS,48.86575,2.3638,TIRAGE PAPIER,N&B,17x24 cm,1950,"MAUDE, MICHEL",XVIIIè,,OUI,HÔTEL_PARTICULIER,FAÇADE,FRONTON,DÉCORATION_EXTÉRIEURE,,,,1950-03000-0000281,B428,2019/10/23
809,"BÉRANGER, RUE",11,HÔTEL_BERTIER_DE_SAUVIGNY,3,PARIS,48.86575,2.3638,TIRAGE PAPIER,N&B,17x24 cm,1950,"MAUDE, MICHEL",XVIIIè,,OUI,HÔTEL_PARTICULIER,FAÇADE,FRONTON,DÉCORATION_EXTÉRIEURE,,,,,B428,2019/10/23
810,"BÉRANGER, RUE",11,HÔTEL_BERTIER_DE_SAUVIGNY,3,PARIS,48.86575,2.3638,TIRAGE PAPIER,N&B,17x24 cm,1950,"MAUDE, MICHEL",XVIIIè,,OUI,HÔTEL_PARTICULIER,FAÇADE,FRONTON,DÉCORATION_EXTÉRIEURE,,,,,B428,2019/10/23
811,"BÉRANGER, RUE",11,HÔTEL_BERTIER_DE_SAUVIGNY,3,PARIS,48.86575,2.3638,TIRAGE PAPIER,N&B,17x24 cm,,"BONNIN, JEAN-PAUL",XVIIIè,,OUI,PRIVÉE,FAÇADE,,,,,,,B428,2019/10/23
812,"BÉRANGER, RUE",11,HÔTEL_BERTIER_DE_SAUVIGNY,3,PARIS,48.86575,2.3638,TIRAGE PAPIER,N&B,17x24 cm,,"BONNIN, JEAN-PAUL",XVIIIè,,OUI,PRIVÉE,FAÇADE,,,,,,,B428,2019/10/23
813,"BÉRANGER, RUE",11,HÔTEL_BERTIER_DE_SAUVIGNY,3,PARIS,48.86575,2.3638,TIRAGE PAPIER,N&B,17x24 cm,,"BONNIN, JEAN-PAUL",XVIIIè,,OUI,PRIVÉE,FAÇADE,,,,,,,B428,2019/10/23
814,"BÉRANGER, RUE",11,HÔTEL_BERTIER_DE_SAUVIGNY,3,PARIS,48.86575,2.3638,TIRAGE PAPIER,N&B,17x24 cm,,"BONNIN, JEAN-PAUL",XVIIIè,,OUI,PRIVÉE,FAÇADE,,,,,,,B428,2019/10/23
815,"MICHEL LE COMTE, RUE",28,HÔTEL_D'HALLWYLL,3,PARIS,48.86256,2.35502,TIRAGE PAPIER,COULEUR,10x15 cm,1999/12/03,"DEROUET, LISE",XVIIIè,,OUI,HÔTEL_PARTICULIER,CHANTIER,COLONNE,COUR,BALCON,,,,B428,2019/10/23
816,"MICHEL LE COMTE, RUE",28,HÔTEL_D'HALLWYLL,3,PARIS,48.86256,2.35502,TIRAGE PAPIER,COULEUR,15x10 cm,1999/12/03,"DEROUET, LISE",XVIIIè,,OUI,HÔTEL_PARTICULIER,CHANTIER,INTÉRIEUR_PENDANT_RESTAURATION,,,,,,B428,2019/10/23
817,"MICHEL LE COMTE, RUE",28,HÔTEL_D'HALLWYLL,3,PARIS,48.86256,2.35502,TIRAGE PAPIER,COULEUR,15x10 cm,1999/12/03,"DEROUET, LISE",XVIIIè,,OUI,HÔTEL_PARTICULIER,CHANTIER,INTÉRIEUR_PENDANT_RESTAURATION,CHARPENTE,,,,,B428,2019/10/23
818,"MICHEL LE COMTE, RUE",28,HÔTEL_D'HALLWYLL,3,PARIS,48.86256,2.35502,TIRAGE PAPIER,COULEUR,15x10 cm,1999/12/03,"DEROUET, LISE",XVIIIè,,OUI,HÔTEL_PARTICULIER,CHANTIER,INTÉRIEUR_PENDANT_RESTAURATION,CHARPENTE,,,,,B428,2019/10/23
819,"MICHEL LE COMTE, RUE",28,HÔTEL_D'HALLWYLL,3,PARIS,48.86256,2.35502,TIRAGE PAPIER,COULEUR,10x15 cm,1999/12/03,"DEROUET, LISE",XVIIIè,,OUI,HÔTEL_PARTICULIER,CHANTIER,COUR,EXTÉRIEUR,COLONNE,BALCON,,,B428,2019/10/23
820,"MICHEL LE COMTE, RUE",28,HÔTEL_D'HALLWYLL,3,PARIS,48.86256,2.35502,TIRAGE PAPIER,COULEUR,10x15 cm,1999/12/03,"DEROUET, LISE",XVIIIè,,OUI,HÔTEL_PARTICULIER,CHANTIER,FRONTON,FENÊTRE,FAÇADE,,,,B428,2019/10/23
821,"MICHEL LE COMTE, RUE",28,HÔTEL_D'HALLWYLL,3,PARIS,48.86256,2.35502,TIRAGE PAPIER,COULEUR,10x15 cm,1999/12/03,"DEROUET, LISE",XVIIIè,,OUI,HÔTEL_PARTICULIER,CHANTIER,FENÊTRE,,,,,,B428,2019/10/23
822,"MICHEL LE COMTE, RUE",28,HÔTEL_D'HALLWYLL,3,PARIS,48.86256,2.35502,TIRAGE PAPIER,COULEUR,15x10 cm,1999/12/03,"DEROUET, LISE",XVIIIè,,OUI,HÔTEL_PARTICULIER,CHANTIER,COLONNE,COUR,FAÇADE,,,,B428,2019/10/23
823,"MICHEL LE COMTE, RUE",28,HÔTEL_D'HALLWYLL,3,PARIS,48.86256,2.35502,TIRAGE PAPIER,COULEUR,10x15 cm,1999/12/03,"DEROUET, LISE",XVIIIè,,OUI,HÔTEL_PARTICULIER,CHANTIER,FAÇADE,COUR,,,,,B428,2019/10/23
824,"MICHEL LE COMTE, RUE",28,HÔTEL_D'HALLWYLL,3,PARIS,48.86256,2.35502,TIRAGE PAPIER,COULEUR,10x15 cm,1999/12/03,"DEROUET, LISE",XVIIIè,,OUI,HÔTEL_PARTICULIER,CHANTIER,INTÉRIEUR_PENDANT_RESTAURATION,DÉCORATION_INTÉRIEURE,CHARPENTE,,,,B428,2019/10/23
825,"MICHEL LE COMTE, RUE",28,HÔTEL_D'HALLWYLL,3,PARIS,48.86256,2.35502,TIRAGE PAPIER,COULEUR,10x15 cm,1999/12/03,"DEROUET, LISE",XVIIIè,,OUI,HÔTEL_PARTICULIER,CHANTIER,INTÉRIEUR_PENDANT_RESTAURATION,CHARPENTE,,,,,B428,2019/10/23
826,"FRANCS BOURGEOIS, RUE DES",38,IMPASSE_DES_ARBALETRIERS,3,PARIS,48.85852,2.35956,TIRAGE PAPIER,N&B,15x10 cm,,INCONNU,,,NON,VOIRIES_ESPACES_LIBRES,VUE_ENSEMBLE,,,,,,,B428,2019/10/23
827,"SÉBASTOPOL, BOULEVARD DE",,IMMEUBLE,3,PARIS,48.86789,2.35346,TIRAGE PAPIER,COULEUR,15x10 cm,2001/11,"BOUTET, MARGUERITE",,,NON,PRIVÉE,PORTE,SCULPTURE,,,,,,B428,2019/10/23
828,"ANCRE, PASSAGE DE L'",2,PASSAGE,3,PARIS,48.86437,2.35275,TIRAGE PAPIER,COULEUR,15x10 cm,2001/11,"BOUTET, MARGUERITE",,,NON,VOIRIES_ESPACES_LIBRES,FAÇADE,,,,,,,B428,2019/10/23
829,"PLANCHETTE, IMPASSE DE LA",2,IMPASSE,3,PARIS,48.86828,2.35557,TIRAGE PAPIER,COULEUR,15x10 cm,2001/05,"BOUTET, MARGUERITE",,,NON,VOIRIES_ESPACES_LIBRES,VUE_ENSEMBLE,PORTE,CHAPITEAU,,,,,B428,2019/10/23
830,"ANCRE, PASSAGE DE L'",6,PASSAGE,3,PARIS,48.86442,2.35245,TIRAGE PAPIER,COULEUR,15x10 cm,2001/11,"BOUTET, MARGUERITE",,,NON,VOIRIES_ESPACES_LIBRES,FAÇADE,VUE_ENSEMBLE,ENSEIGNE,COMMERCES,,,,B428,2019/10/23
831,"PLANCHETTE, IMPASSE DE LA",30-32,IMPASSE,3,PARIS,48.86829, 2.35576,TIRAGE PAPIER,COULEUR,15x10 cm,2001/05,"BOUTET, MARGUERITE",,,NON,VOIRIES_ESPACES_LIBRES,PORTE,GRILLE,CHAPITEAU,DÉCORATION_EXTÉRIEURE,,,,B428,2019/10/23
832,"MONTMORENCY, RUE DE",51,MAISON_NICOLAS_FLAMEL,3,PARIS,48.86356,2.35316,TIRAGE PAPIER,N&B,17x13 cm,1989,"LIOT, ROLAND",,,OUI,HÔTEL_PARTICULIER,SCULPTURE,ART,,,,,1989-03000-0001233,B428,2019/10/23
833,"MONTMORENCY, RUE DE",51,MAISON_NICOLAS_FLAMEL,3,PARIS,48.86356,2.35316,TIRAGE PAPIER,N&B,17x13 cm,1989,"LIOT, ROLAND",,,OUI,HÔTEL_PARTICULIER,SCULPTURE,ART,,,,,1989-03000-0001232,B428,2019/10/23
834,"GRAVILLIERS, RUE DES",70,IMMEUBLE,3,PARIS,48.86443,2.35474,TIRAGE PAPIER,COULEUR,13x8 cm,1996/04/22,"BOUTILLON, A.",,,NON,PRIVÉE,PORTE,FERRONNERIE,MASCARONS,DÉCORATION_EXTÉRIEURE,,,1996-03000-0000331,B428,2019/10/23
835,"PASTOURELLE, RUE",17,HÔTEL_DE_SABRAN,3,PARIS,48.86223,2.36038,TIRAGE PAPIER,COULEUR,15x10 cm,1996/11,INCONNU,,,OUI,HÔTEL_PARTICULIER,VUE_ENSEMBLE,FAÇADE,,,,,,B428,2019/10/23
836,"ELZÉVIR, RUE",3,COUR,3,PARIS,48.85815,2.36108,TIRAGE PAPIER,COULEUR,15x10 cm,,INCONNU,,,NON,PRIVÉE,COUR,CHANTIER,FAÇADE,,,,,B428,2019/10/23
837,"ELZÉVIR, RUE",3,COUR,3,PARIS,48.85815,2.36108,TIRAGE PAPIER,COULEUR,10x15 cm,,INCONNU,,,NON,PRIVÉE,COUR,CHANTIER,FAÇADE,,,,,B428,2019/10/23
838,"ARCHIVES, RUE DES",83-85,IMMEUBLE,3,PARIS,48.86338,2.36063,TIRAGE PAPIER,COULEUR,8x13 cm,1996,"BOUTILLON, A.",,,NON,PRIVÉE,FAÇADE,,,,,,1996-03000-0000327,B428,2019/10/23
839,"ARCHIVES, RUE DES",81,IMMEUBLE,3,PARIS,48.86319,2.36026,TIRAGE PAPIER,N&B,15x10 cm,,INCONNU,,,NON,PRIVÉE,FAÇADE,MANSARDE,CHIEN_ASSIS,,,,,B428,2019/10/23
840,"ELZÉVIR, RUE",3,COUR,3,PARIS,48.85815,2.36108,TIRAGE PAPIER,COULEUR,10x15 cm,,INCONNU,,,NON,PRIVÉE,COUR,CHANTIER,FAÇADE,,,,,B428,2019/10/23
841,"ARCHIVES, RUE DES",79,IMMEUBLE,3,PARIS,48.86303,2.36023,TIRAGE PAPIER,COULEUR,8x13 cm,1996/04/08,"BOUTILLON, A.",,,NON,PRIVÉE,FAÇADE,FENÊTRE,,,,,,B428,2019/10/23
842,"TURENNE, RUE DE",65,HÔTEL_DE_POLOGNE,3,PARIS,48.85909,2.36442,TIRAGE PAPIER,COULEUR,15x10 cm,1991/05/28,INCONNU,,,OUI,HÔTEL_PARTICULIER,FAÇADE,PORTE,FERRONNERIE,,,,1991-03000-0000323,B428,2019/10/23
843,"ROI DORÉ, RUE DU",9,IMMEUBLE,3,PARIS,48.86,2.36389,TIRAGE PAPIER,N&B,10x15 cm,,INCONNU,,,NON,PRIVÉE,TOIT,CHANTIER,,,,,,B428,2019/10/23
844,"PASTOURELLE, RUE",17,HÔTEL_DE_SABRAN,3,PARIS,48.86223,2.36038,TIRAGE PAPIER,COULEUR,10x15 cm,1996/11,INCONNU,,,OUI,HÔTEL_PARTICULIER,FAÇADE,ENSEIGNE,,,,,,B428,2019/10/23
845,"QUATRE FILS, RUE DES",16,HÔTEL_GÉGAULT_DE_CRISENOY,3,PARIS,48.86071,2.35954,TIRAGE PAPIER,COULEUR,13x8 cm,1996/04/22,"BOUTILLON, A.",,,OUI,HÔTEL_PARTICULIER,PORTE,FRONTON,DÉCORATION_EXTÉRIEURE,,,,1996-03000-0000321,B428,2019/10/23
846,"TURENNE, RUE DE",58,IMMEUBLE,3,PARIS,48.85884,2.36462,TIRAGE PAPIER,COULEUR,15x10 cm,1991,INCONNU,,,NON,PRIVÉE,STATUE,SCULPTURE,,,,,1991-03000-0004005,B428,2019/10/23
847,"ROI DORÉ, RUE DU",9,IMMEUBLE,3,PARIS,48.86,2.36389,TIRAGE PAPIER,N&B,15x10 cm,,INCONNU,,,NON,PRIVÉE,FAÇADE,,,,,,,B428,2019/10/23
848,"ROI DORÉ, RUE DU",9,IMMEUBLE,3,PARIS,48.86,2.36389,TIRAGE PAPIER,N&B,15x10 cm,,INCONNU,,,NON,PRIVÉE,FAÇADE,VUE_ENSEMBLE,TOIT,,,,1992-03000-0001383,B428,2019/10/23
849,"ROI DORÉ, RUE DU",1,IMMEUBLE,3,PARIS,48.85996,2.36441,TIRAGE PAPIER,N&B,15x10 cm,,INCONNU,,,NON,PRIVÉE,FAÇADE,VUE_ENSEMBLE,,,,,1992-03000-0001382,B428,2019/10/23
850,"ROI DORÉ, RUE DU",7,IMMEUBLE,3,PARIS,48.86006,2.36407,TIRAGE PAPIER,N&B,10x15 cm,,INCONNU,,,NON,PRIVÉE,TOIT,FAÇADE,CHANTIER,,,,1992-03000-0001381,B428,2019/10/23
851,"ROI DORÉ, RUE DU",9,IMMEUBLE,3,PARIS,48.86,2.36389,TIRAGE PAPIER,N&B,10x15 cm,,INCONNU,,,NON,PRIVÉE,TOIT,FAÇADE,CHANTIER,,,,1992-03000-0001380,B428,2019/10/23
852,"ROI DORÉ, RUE DU",7,IMMEUBLE,3,PARIS,48.86006,2.36407,TIRAGE PAPIER,N&B,10x15 cm,,INCONNU,,,NON,PRIVÉE,TOIT,CHIEN_ASSIS,,,,,1992-03000-0001379,B428,2019/10/23
853,"ROI DORÉ, RUE DU",5,IMMEUBLE,3,PARIS,48.86002,2.3642,TIRAGE PAPIER,N&B,15x10 cm,,INCONNU,,,NON,PRIVÉE,FAÇADE,,,,,,1992-03000-0000313,B428,2019/10/23
854,"PASTOURELLE, RUE",17,HÔTEL_DE_SABRAN,3,PARIS,48.86223,2.36038,TIRAGE PAPIER,COULEUR,10x15 cm,1996/11,INCONNU,,,OUI,HÔTEL_PARTICULIER,FAÇADE,,,,,,1996-03000-0000312,B428,2019/10/23
855,"SAINTONGE, RUE DE",8,HÔTEL_DE_VAUJOUR,3,PARIS,48.86125,2.36206,TIRAGE PAPIER,COULEUR,10x15 cm,1996/09/18,"BOUTILLON, A.",,,OUI,HÔTEL_PARTICULIER,ESCALIER,FERRONNERIE,,,,,,B428,2019/10/23
856,"SAINTONGE, RUE DE",8,HÔTEL_DE_VAUJOUR,3,PARIS,48.86125,2.36206,TIRAGE PAPIER,COULEUR,15x10 cm,1996/09/18,"BOUTILLON, A.",,,OUI,HÔTEL_PARTICULIER,FERRONNERIE,FENÊTRE,INTÉRIEUR_AVANT_RESTAURATION,,,,,B428,2019/10/23
